speaker,utterance,思考系_役割,思考系_スコア,対人関係系_役割,対人関係系_スコア,行動系_役割,行動系_スコア
H3M,"Utterance(participant='H3M', tokens=[Token(word='優しさ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(38953, 42104), tiers={'H3M': '優しさ . \x1538953_42104\x15', '%ort': 'yasashisa .'})",スペシャリスト,0.5557050704956055,不明,0.4724973738193512,不明,0.38877037167549133
G3M,"Utterance(participant='G3M', tokens=[Token(word='あっ', pos=None, mor=None, gra=None), Token(word='そうだ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(42104, 43532), tiers={'G3M': 'あっ <そうだ> [/] そうだ . \x1542104_43532\x15', '%ort': 'a: <soo da> [/] soo da .'})",不明,0.5027795433998108,不明,0.4782436490058899,不明,0.4276055693626404
H3M,"Utterance(participant='H3M', tokens=[Token(word='色気', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(43532, 44345), tiers={'H3M': '色気 . \x1543532_44345\x15', '%ort': 'iroke .'})",スペシャリスト,0.5570230484008789,不明,0.495095819234848,不明,0.45583638548851013
H3M,"Utterance(participant='H3M', tokens=[Token(word='もう一個後何だっけ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(44345, 48802), tiers={'H3M': 'もう一個後何だっけ ? \x1544345_48802\x15', '%ort': 'moo ikko ato nan da kke ?'})",スペシャリスト,0.5611609220504761,不明,0.5357547998428345,不明,0.47574296593666077
H3M,"Utterance(participant='H3M', tokens=[Token(word='それだけしかなかったっけ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(48801, 53945), tiers={'H3M': 'それだけしかなかったっけ ? \x1548801_53945\x15', '%ort': 'sonnake [: sore dake] shika nakatta kke ?'})",スペシャリスト,0.5576565265655518,不明,0.476917028427124,不明,0.3866312503814697
G3M,"Utterance(participant='G3M', tokens=[Token(word='いやあ', pos=None, mor=None, gra=None), Token(word='後何か家庭的とか何か色々あるじゃん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'G3M': '<いやあいやあ> [/] いやあ@i 後何か家庭的とか何か色々あるじゃん .', '%ort': '<iyaa iyaa> [/] iyaa ato nanka kateeteki toka nanka iroiro aru jan .'})",不明,0.5313682556152344,不明,0.512183666229248,不明,0.46907439827919006
H3M,"Utterance(participant='H3M', tokens=[Token(word='家庭的とか言ってたね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': '家庭的とか言ってたね .', '%ort': 'kateeteki toka yuttotta [: itteta] ne .'})",不明,0.5392307639122009,不明,0.5353990793228149,不明,0.4575467109680176
G3M,"Utterance(participant='G3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(48801, 53945), tiers={'G3M': 'うん . \x1548801_53945\x15', '%ort': 'un .'})",不明,0.5245320796966553,不明,0.49525880813598633,不明,0.3980242609977722
G3M,"Utterance(participant='G3M', tokens=[Token(word='まあそんなとこはい', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(53944, 57185), tiers={'G3M': 'まあそんなとこはい . \x1553944_57185\x15', '%ort': 'maa sonna toko hai .'})",不明,0.5136998891830444,不明,0.484546422958374,不明,0.38753870129585266
K3F,"Utterance(participant='K3F', tokens=[Token(word='一杯あり過ぎて困るね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(57184, 59478), tiers={'K3F': '一杯あり過ぎて困るね . \x1557184_59478\x15', '%ort': 'ippai arisugite komaru ne .'})",不明,0.5367669463157654,不明,0.49913614988327026,不明,0.4615831971168518
G3M,"Utterance(participant='G3M', tokens=[Token(word='全部言って良いよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(59477, 60720), tiers={'G3M': '全部言って良いよ . \x1559477_60720\x15', '%ort': 'zembu yutte ii yo .'})",不明,0.549531102180481,不明,0.5271391272544861,不明,0.4787970781326294
L3F,"Utterance(participant='L3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(60720, 63023), tiers={'L3F': '&=laugh . \x1560720_63023\x15', '%ort': '&=laugh .'})",不明,0.5307261943817139,不明,0.4729272723197937,不明,0.4171018898487091
K3F,"Utterance(participant='K3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(63023, 64187), tiers={'K3F': '&=laugh . \x1563023_64187\x15', '%ort': '&=laugh .'})",スペシャリスト,0.5576412677764893,不明,0.4692937135696411,不明,0.42421308159828186
G3M,"Utterance(participant='G3M', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(63023, 64187), tiers={'G3M': '&=laugh . \x1563023_64187\x15', '%ort': '&=laugh .'})",不明,0.5199135541915894,不明,0.4531286358833313,不明,0.3905802071094513
L3F,"Utterance(participant='L3F', tokens=[Token(word='面白くなきゃだね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(64186, 68131), tiers={'L3F': '面白くなきゃだね . \x1564186_68131\x15', '%ort': 'omoshiroku nakya da ne .'})",不明,0.5103760957717896,不明,0.44368696212768555,不明,0.4025827646255493
K3F,"Utterance(participant='K3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(64186, 68130), tiers={'K3F': 'うん . \x1564186_68130\x15', '%ort': 'un .'})",不明,0.5464972257614136,不明,0.49533936381340027,不明,0.4553544521331787
H3M,"Utterance(participant='H3M', tokens=[Token(word='ええ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(68129, 69732), tiers={'H3M': 'ええ@i . \x1568129_69732\x15', '%ort': 'ee .'})",不明,0.5412949323654175,不明,0.49756699800491333,不明,0.41014808416366577
G3M,"Utterance(participant='G3M', tokens=[Token(word='残念だったね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(69732, 72362), tiers={'G3M': '残念だったね . \x1569732_72362\x15', '%ort': 'zannen datta ne .'})",不明,0.5198644399642944,不明,0.48936089873313904,不明,0.43896234035491943
L3F,"Utterance(participant='L3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': 'うん .', '%ort': 'u:n .'})",不明,0.5363153219223022,不明,0.5049455165863037,不明,0.45570629835128784
H3M,"Utterance(participant='H3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'H3M': 'うん .', '%ort': 'u:n .'})",スペシャリスト,0.5539822578430176,不明,0.51267409324646,不明,0.43541258573532104
G3M,"Utterance(participant='G3M', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'G3M': '&=laugh .', '%ort': '&=laugh .'})",不明,0.5069694519042969,不明,0.4458540976047516,不明,0.39149177074432373
H3M,"Utterance(participant='H3M', tokens=[Token(word='ええ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(72361, 75828), tiers={'H3M': 'ええ@i . \x1572361_75828\x15', '%ort': 'ee .'})",スペシャリスト,0.5523051619529724,不明,0.5090372562408447,不明,0.4193516969680786
G3M,"Utterance(participant='G3M', tokens=[Token(word='それどうするの', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(75827, 78539), tiers={'G3M': 'それどうするの ? \x1575827_78539\x15', '%ort': 'sore doo suru no ?'})",不明,0.5228396654129028,不明,0.4796435832977295,不明,0.4264857769012451
H3M,"Utterance(participant='H3M', tokens=[Token(word='ずっと笑ってるの', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(75827, 78539), tiers={'H3M': 'ずっと笑ってるの ? \x1575827_78539\x15', '%ort': 'zutto warattoru [: waratteru] no ?'})",不明,0.5451959371566772,不明,0.475076824426651,不明,0.4112699329853058
L3F,"Utterance(participant='L3F', tokens=[Token(word='面白い事をしてくれるって言う', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '面白い事をしてくれるって言う .', '%ort': 'omoshiroi koto o shite kureru tte iu .'})",不明,0.5041458606719971,不明,0.47801095247268677,不明,0.5040054321289062
L3F,"Utterance(participant='L3F', tokens=[Token(word='笑いを提供してくれるって言う', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '笑いを提供してくれるって言う .', '%ort': 'warai o teekyoo shite kureru tte iu .'})",スペシャリスト,0.5749942064285278,リソース探究者,0.5609755516052246,不明,0.49471625685691833
G3M,"Utterance(participant='G3M', tokens=[Token(word='あっ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(78538, 82941), tiers={'G3M': 'あっ . \x1578538_82941\x15', '%ort': 'a: .'})",不明,0.5128790140151978,不明,0.47960662841796875,不明,0.3974657952785492
K3F,"Utterance(participant='K3F', tokens=[Token(word='話が面白いの', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(82941, 85304), tiers={'K3F': '話が面白いの . \x1582941_85304\x15', '%ort': 'hanashi ga omoshiroi no .'})",不明,0.5465133190155029,不明,0.525497555732727,不明,0.47388720512390137
L3F,"Utterance(participant='L3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(82941, 85304), tiers={'L3F': '&=laugh . \x1582941_85304\x15', '%ort': '&=laugh .'})",不明,0.5325335264205933,不明,0.4763811230659485,不明,0.4101375341415405
H3M,"Utterance(participant='H3M', tokens=[Token(word='真剣さが分からないじゃん', pos=None, mor=None, gra=None), Token(word=',', pos=None, mor=None, gra=None), Token(word='真剣さが', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(85302, 88183), tiers={'H3M': '真剣さが分からないじゃん, 真剣さが . \x1585302_88183\x15', '%ort': 'shinkensa ga wakaran [: wakaranai] jan „ shinkensa ga .'})",スペシャリスト,0.5555139780044556,不明,0.47634512186050415,不明,0.43894869089126587
L3F,"Utterance(participant='L3F', tokens=[Token(word='違う', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '<違う> [/] 違う .', '%ort': 'chigau [/] chigau .'})",不明,0.5153537392616272,不明,0.49622052907943726,不明,0.5085726976394653
L3F,"Utterance(participant='L3F', tokens=[Token(word='普通に', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': '普通に .', '%ort': 'futsuu ni .'})",スペシャリスト,0.5500590205192566,不明,0.5112153887748718,不明,0.4710919260978699
K3F,"Utterance(participant='K3F', tokens=[Token(word='面白さだよね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(88183, 91420), tiers={'K3F': '面白さだよね . \x1588183_91420\x15', '%ort': 'omoshirosa da yo ne .'})",不明,0.5059325695037842,不明,0.45504987239837646,不明,0.39542829990386963
K3F,"Utterance(participant='K3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(91420, 94260), tiers={'K3F': 'xxx . \x1591420_94260\x15', '%ort': 'xxx .'})",スペシャリスト,0.5580703020095825,不明,0.4822046160697937,不明,0.43384021520614624
L3F,"Utterance(participant='L3F', tokens=[Token(word='楽しいって思える人', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(91420, 94260), tiers={'L3F': '楽しいって思える人 . \x1591420_94260\x15', '%ort': 'tanoshii tte omoeru hito .'})",スペシャリスト,0.5779538154602051,不明,0.5064560174942017,不明,0.4602857232093811
G3M,"Utterance(participant='G3M', tokens=[Token(word='みんな面白い人', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(94258, 95890), tiers={'G3M': 'みんな面白い人 . \x1594258_95890\x15', '%ort': 'minna omoshiroi hito .'})",不明,0.45499393343925476,不明,0.4207690358161926,不明,0.3365623354911804
K3F,"Utterance(participant='K3F', tokens=[Token(word='ねそう言うのって', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': 'ねそう言うのって .', '%ort': 'ne: sooiu no tte .'})",スペシャリスト,0.5633453130722046,不明,0.5251212120056152,不明,0.4961944818496704
G3M,"Utterance(participant='G3M', tokens=[Token(word='詰まらない人っている', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=None, tiers={'G3M': '詰まらない人っている ?', '%ort': 'tsumaran [: tsumaranai] hito tte iru ?'})",不明,0.5204554796218872,不明,0.45961278676986694,不明,0.4301277995109558
K3F,"Utterance(participant='K3F', tokens=[Token(word='いるよね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'K3F': 'いるよね .', '%ort': 'iru yo ne .'})",不明,0.5410224199295044,不明,0.505219578742981,不明,0.4375491142272949
H3M,"Utterance(participant='H3M', tokens=[Token(word='知るか', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(95889, 99097), tiers={'H3M': '知るか ? \x1595889_99097\x15', '%ort': 'shiru ka ?'})",不明,0.5430583953857422,不明,0.4973052740097046,不明,0.42620545625686646
G3M,"Utterance(participant='G3M', tokens=[Token(word='いやあ', pos=None, mor=None, gra=None), Token(word='会話が弾まないとかそう言うのじゃなくてって事でしょう', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(99000, 102167), tiers={'G3M': 'いやあ@i 会話が弾まないとかそう言うのじゃなくてって事でしょう ? \x1599000_102167\x15', '%ort': '(i)ya(a) kaiwa ga hazumanai toka sooiu no janakute tte koto desho(o) ?'})",プラント,0.5712788105010986,不明,0.526636004447937,不明,0.5017147064208984
K3F,"Utterance(participant='K3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(102167, 107338), tiers={'K3F': 'xxx . \x15102167_107338\x15', '%ort': 'xxx .'})",スペシャリスト,0.5541500449180603,不明,0.4815176725387573,不明,0.42774543166160583
H3M,"Utterance(participant='H3M', tokens=[Token(word='あっ俺分からないわ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(102167, 107338), tiers={'H3M': 'あっ俺分からないわ . \x15102167_107338\x15', '%ort': 'a: ore wakaran [: wakaranai] wa: .'})",不明,0.5371925830841064,不明,0.5178585052490234,不明,0.43976694345474243
H3M,"Utterance(participant='H3M', tokens=[Token(word='そう言うタイプじゃない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(107337, 108464), tiers={'H3M': 'そう言うタイプじゃない . \x15107337_108464\x15', '%ort': 'sooiu taipu janai .'})",不明,0.5467785596847534,不明,0.5124812722206116,不明,0.4418361783027649
H3M,"Utterance(participant='H3M', tokens=[Token(word='つぼ', pos=None, mor=None, gra=None), Token(word='面白いから', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(108464, 110731), tiers={'H3M': 'つぼ@u 面白いから . \x15108464_110731\x15', '%ort': 'tsubo@u omoshiroi kara .'})",不明,0.5438311696052551,不明,0.4954364001750946,不明,0.415910005569458
L3F,"Utterance(participant='L3F', tokens=[Token(word='えっ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(110730, 114773), tiers={'L3F': 'えっ ? \x15110730_114773\x15', '%ort': 'eq ?'})",スペシャリスト,0.5511988997459412,不明,0.5285318493843079,不明,0.44826740026474
H3M,"Utterance(participant='H3M', tokens=[Token(word='to', pos=None, mor=None, gra=None), Token(word='itte', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(110730, 114773), tiers={'H3M': 'ncha [: to itte] . \x15110730_114773\x15', '%ort': 'と言って .'})",スペシャリスト,0.5623688697814941,リソース探究者,0.5537035465240479,不明,0.45398756861686707
G3M,"Utterance(participant='G3M', tokens=[Token(word='はっ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(110730, 114773), tiers={'G3M': 'はっ@i ? \x15110730_114773\x15', '%ort': 'haq ?'})",スペシャリスト,0.5550187826156616,不明,0.48277556896209717,不明,0.425998330116272
K3F,"Utterance(participant='K3F', tokens=[Token(word='えっ', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(110730, 114773), tiers={'K3F': 'えっ ? \x15110730_114773\x15', '%ort': 'eq ?'})",スペシャリスト,0.5621820688247681,不明,0.5279407501220703,不明,0.4524427056312561
K3F,"Utterance(participant='K3F', tokens=[Token(word='それ以外の事は', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(114772, 116677), tiers={'K3F': 'それ以外の事は . \x15114772_116677\x15', '%ort': 'sore igai no koto wa .'})",不明,0.49331068992614746,不明,0.4850957989692688,不明,0.45292457938194275
L3F,"Utterance(participant='L3F', tokens=[Token(word='.', pos=None, mor=None, gra=None)], time_marks=(114772, 116677), tiers={'L3F': '&=laugh . \x15114772_116677\x15', '%ort': '&=laugh .'})",不明,0.5331286787986755,不明,0.47394171357154846,不明,0.4007979929447174
G3M,"Utterance(participant='G3M', tokens=[Token(word='声張って行こう', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(116676, 119251), tiers={'G3M': '声張って行こう . \x15116676_119251\x15', '%ort': 'koe hatte (i)ko(o) .'})",スペシャリスト,0.5868133902549744,不明,0.5241216421127319,不明,0.5016445517539978
G3M,"Utterance(participant='G3M', tokens=[Token(word='はっきり喋って行こう', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(119250, 120318), tiers={'G3M': 'はっきり喋って行こう . \x15119250_120318\x15', '%ort': 'hakkiri shabette (i)ko(o) .'})",プラント,0.572182297706604,不明,0.5255522727966309,不明,0.5101559162139893
H3M,"Utterance(participant='H3M', tokens=[Token(word='俺はね君達の思っている以上に眠たいんだよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(120318, 122821), tiers={'H3M': '俺はね君達の思っている以上に眠たいんだよ . \x15120318_122821\x15', '%ort': 'ore wa ne: kimitachi no omotte iru ijoo ni nemutai n da yo .'})",不明,0.5048575401306152,不明,0.43772900104522705,不明,0.4485812187194824
L3F,"Utterance(participant='L3F', tokens=[Token(word='知らないよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(122820, 124554), tiers={'L3F': '知らないよ . \x15122820_124554\x15', '%ort': 'shiranai yo .'})",不明,0.49746423959732056,不明,0.48992112278938293,不明,0.42237550020217896
G3M,"Utterance(participant='G3M', tokens=[Token(word='まあ知らない', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(124554, 127141), tiers={'G3M': 'まあ知らない . \x15124554_127141\x15', '%ort': 'maa shiranai .'})",不明,0.49721530079841614,不明,0.4916260242462158,不明,0.40728285908699036
H3M,"Utterance(participant='H3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(124554, 127141), tiers={'H3M': 'うん . \x15124554_127141\x15', '%ort': 'u:n .'})",不明,0.5428582429885864,不明,0.503887414932251,不明,0.41587376594543457
K3F,"Utterance(participant='K3F', tokens=[Token(word='寝てても良いよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(127141, 129116), tiers={'K3F': '寝てても良いよ . \x15127141_129116\x15', '%ort': 'netete mo ii yo .'})",不明,0.5083756446838379,不明,0.47296902537345886,不明,0.45577502250671387
H3M,"Utterance(participant='H3M', tokens=[Token(word='本当', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(129116, 129713), tiers={'H3M': '本当 ? \x15129116_129713\x15', '%ort': 'honto(o) ?'})",スペシャリスト,0.560608446598053,不明,0.5361676216125488,不明,0.4550137519836426
G3M,"Utterance(participant='G3M', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(129713, 131092), tiers={'G3M': 'うん . \x15129713_131092\x15', '%ort': 'u:n .'})",不明,0.512332558631897,不明,0.4966539144515991,不明,0.4176945686340332
H3M,"Utterance(participant='H3M', tokens=[Token(word='じゃやってても良いよ', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(129713, 131092), tiers={'H3M': 'じゃやってても良いよ . \x15129713_131092\x15', '%ort': 'ja: yattete mo ii yo .'})",不明,0.5434528589248657,不明,0.49617746472358704,不明,0.4195935130119324
G3M,"Utterance(participant='G3M', tokens=[Token(word='笑いだけじゃないでしょう', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(131092, 136128), tiers={'G3M': '笑いだけじゃないでしょう ? \x15131092_136128\x15', '%ort': 'warai dake janai desho(o) ?'})",不明,0.5120891332626343,不明,0.48484885692596436,不明,0.38813868165016174
L3F,"Utterance(participant='L3F', tokens=[Token(word='何だろう', pos=None, mor=None, gra=None), Token(word='?', pos=None, mor=None, gra=None)], time_marks=(136128, 138898), tiers={'L3F': '何だろう ? \x15136128_138898\x15', '%ort': 'nan daroo ?'})",不明,0.5049422979354858,不明,0.4847375154495239,不明,0.41613274812698364
K3F,"Utterance(participant='K3F', tokens=[Token(word='ね', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=(136128, 138898), tiers={'K3F': 'ね . \x15136128_138898\x15', '%ort': 'ne: .'})",不明,0.5345256328582764,不明,0.5052581429481506,不明,0.4261118769645691
L3F,"Utterance(participant='L3F', tokens=[Token(word='うん', pos=None, mor=None, gra=None), Token(word='.', pos=None, mor=None, gra=None)], time_marks=None, tiers={'L3F': 'うん .', '%ort': 'u:n .'})",不明,0.5363153219223022,不明,0.5049455165863037,不明,0.45570629835128784
